code_muni,municipio,dom_rede_esgoto,dom_total,code_state,abbrev_state
1100015,Alta Floresta D'Oeste - RO,7,7695,11,RO
1100023,Ariquemes - RO,248,34768,11,RO
1100031,Cabixi - RO,26,1967,11,RO
1100049,Cacoal - RO,21084,31917,11,RO
1100056,Cerejeiras - RO,3309,5873,11,RO
1100064,Colorado do Oeste - RO,98,5991,11,RO
1100072,Corumbiara - RO,19,2840,11,RO
1100080,Costa Marques - RO,1,4161,11,RO
1100098,Espigão D'Oeste - RO,492,10470,11,RO
1100106,Guajará-Mirim - RO,965,11803,11,RO
1100114,Jaru - RO,231,18947,11,RO
1100122,Ji-Paraná - RO,2713,45016,11,RO
1100130,Machadinho D'Oeste - RO,332,10841,11,RO
1100148,Nova Brasilândia D'Oeste - RO,379,5798,11,RO
1100155,Ouro Preto do Oeste - RO,157,13323,11,RO
1100189,Pimenta Bueno - RO,878,12351,11,RO
1100205,Porto Velho - RO,24292,151905,11,RO
1100254,Presidente Médici - RO,335,7230,11,RO
1100262,Rio Crespo - RO,NA,1250,11,RO
1100288,Rolim de Moura - RO,480,20991,11,RO
1100296,Santa Luzia D'Oeste - RO,75,2758,11,RO
1100304,Vilhena - RO,631,34975,11,RO
1100320,São Miguel do Guaporé - RO,4,7884,11,RO
1100338,Nova Mamoré - RO,2,8447,11,RO
1100346,Alvorada D'Oeste - RO,2042,4814,11,RO
1100379,Alto Alegre dos Parecis - RO,5,4036,11,RO
1100403,Alto Paraíso - RO,2,5762,11,RO
1100452,Buritis - RO,33,9905,11,RO
1100502,Novo Horizonte do Oeste - RO,6,2798,11,RO
1100601,Cacaulândia - RO,476,1483,11,RO
1100700,Campo Novo de Rondônia - RO,3,3066,11,RO
1100809,Candeias do Jamari - RO,71,7431,11,RO
1100908,Castanheiras - RO,NA,1198,11,RO
1100924,Chupinguaia - RO,17,3206,11,RO
1100940,Cujubim - RO,2,5203,11,RO
1101005,Governador Jorge Teixeira - RO,NA,2890,11,RO
1101104,Itapuã do Oeste - RO,6,2910,11,RO
1101203,Ministro Andreazza - RO,129,2383,11,RO
1101302,Mirante da Serra - RO,174,3508,11,RO
1101401,Monte Negro - RO,3,4223,11,RO
1101435,Nova União - RO,1,2230,11,RO
1101450,Parecis - RO,60,1482,11,RO
1101468,Pimenteiras do Oeste - RO,25,740,11,RO
1101476,Primavera de Rondônia - RO,1,1133,11,RO
1101484,São Felipe D'Oeste - RO,NA,1962,11,RO
1101492,São Francisco do Guaporé - RO,12,5799,11,RO
1101500,Seringueiras - RO,567,3951,11,RO
1101559,Teixeirópolis - RO,4,1582,11,RO
1101609,Theobroma - RO,5,3007,11,RO
1101708,Urupá - RO,9,3950,11,RO
1101757,Vale do Anari - RO,NA,2800,11,RO
1101807,Vale do Paraíso - RO,NA,2446,11,RO
1200013,Acrelândia - AC,30,4461,12,AC
1200054,Assis Brasil - AC,137,2426,12,AC
1200104,Brasiléia - AC,2720,8665,12,AC
1200138,Bujari - AC,107,4193,12,AC
1200179,Capixaba - AC,19,3468,12,AC
1200203,Cruzeiro do Sul - AC,1732,26737,12,AC
1200252,Epitaciolândia - AC,242,6477,12,AC
1200302,Feijó - AC,204,9366,12,AC
1200328,Jordão - AC,64,2003,12,AC
1200336,Mâncio Lima - AC,62,5678,12,AC
1200344,Manoel Urbano - AC,415,3242,12,AC
1200351,Marechal Thaumaturgo - AC,52,4321,12,AC
1200385,Plácido de Castro - AC,241,5552,12,AC
1200393,Porto Walter - AC,74,2611,12,AC
1200401,Rio Branco - AC,77859,123861,12,AC
1200427,Rodrigues Alves - AC,72,4197,12,AC
1200435,Santa Rosa do Purus - AC,31,1344,12,AC
1200450,Senador Guiomard - AC,27,6961,12,AC
1200500,Sena Madureira - AC,1771,12627,12,AC
1200609,Tarauacá - AC,113,11273,12,AC
1200708,Xapuri - AC,1216,6090,12,AC
1200807,Porto Acre - AC,64,5448,12,AC
1300029,Alvarães - AM,120,3398,13,AM
1300060,Amaturá - AM,19,2156,13,AM
1300086,Anamã - AM,62,2316,13,AM
1300102,Anori - AM,164,4147,13,AM
1300144,Apuí - AM,55,5789,13,AM
1300201,Atalaia do Norte - AM,3,3390,13,AM
1300300,Autazes - AM,734,11007,13,AM
1300409,Barcelos - AM,391,4253,13,AM
1300508,Barreirinha - AM,19,6895,13,AM
1300607,Benjamin Constant - AM,136,7742,13,AM
1300631,Beruri - AM,89,4556,13,AM
1300680,Boa Vista do Ramos - AM,176,4594,13,AM
1300706,Boca do Acre - AM,616,10162,13,AM
1300805,Borba - AM,67,7986,13,AM
1300839,Caapiranga - AM,6,2967,13,AM
1300904,Canutama - AM,123,4552,13,AM
1301001,Carauari - AM,1083,7241,13,AM
1301100,Careiro - AM,446,9067,13,AM
1301159,Careiro da Várzea - AM,37,5780,13,AM
1301209,Coari - AM,4965,17564,13,AM
1301308,Codajás - AM,1910,5571,13,AM
1301407,Eirunepé - AM,42,8130,13,AM
1301506,Envira - AM,27,4185,13,AM
1301605,Fonte Boa - AM,62,5345,13,AM
1301654,Guajará - AM,35,3611,13,AM
1301704,Humaitá - AM,1394,14416,13,AM
1301803,Ipixuna - AM,122,4806,13,AM
1301852,Iranduba - AM,583,17757,13,AM
1301902,Itacoatiara - AM,959,27664,13,AM
1301951,Itamarati - AM,22,2333,13,AM
1302009,Itapiranga - AM,173,2599,13,AM
1302108,Japurá - AM,33,1735,13,AM
1302207,Juruá - AM,530,2529,13,AM
1302306,Jutaí - AM,55,4845,13,AM
1302405,Lábrea - AM,2838,11269,13,AM
1302504,Manacapuru - AM,2882,26883,13,AM
1302553,Manaquiri - AM,68,4956,13,AM
1302603,Manaus - AM,269832,630062,13,AM
1302702,Manicoré - AM,104,12170,13,AM
1302801,Maraã - AM,181,3021,13,AM
1302900,Maués - AM,1956,13271,13,AM
1303007,Nhamundá - AM,182,4570,13,AM
1303106,Nova Olinda do Norte - AM,329,6480,13,AM
1303205,Novo Airão - AM,356,4165,13,AM
1303304,Novo Aripuanã - AM,639,4785,13,AM
1303403,Parintins - AM,935,23900,13,AM
1303502,Pauini - AM,146,3960,13,AM
1303536,Presidente Figueiredo - AM,2617,9389,13,AM
1303569,Rio Preto da Eva - AM,523,7806,13,AM
1303601,Santa Isabel do Rio Negro - AM,103,2740,13,AM
1303700,Santo Antônio do Içá - AM,75,5253,13,AM
1303809,São Gabriel da Cachoeira - AM,212,10603,13,AM
1303908,São Paulo de Olivença - AM,151,6010,13,AM
1303957,São Sebastião do Uatumã - AM,17,2665,13,AM
1304005,Silves - AM,102,2825,13,AM
1304062,Tabatinga - AM,1018,13839,13,AM
1304104,Tapauá - AM,242,4792,13,AM
1304203,Tefé - AM,2186,17460,13,AM
1304237,Tonantins - AM,2,3380,13,AM
1304260,Uarini - AM,53,3057,13,AM
1304302,Urucará - AM,29,4279,13,AM
1304401,Urucurituba - AM,103,5202,13,AM
1400027,Amajari - RR,37,2996,14,RR
1400050,Alto Alegre - RR,438,5060,14,RR
1400100,Boa Vista - RR,67309,119011,14,RR
1400159,Bonfim - RR,148,3498,14,RR
1400175,Cantá - RR,27,5429,14,RR
1400209,Caracaraí - RR,1904,6087,14,RR
1400233,Caroebe - RR,329,3130,14,RR
1400282,Iracema - RR,852,2925,14,RR
1400308,Mucajaí - RR,1462,5339,14,RR
1400407,Normandia - RR,8,2719,14,RR
1400456,Pacaraima - RR,158,3958,14,RR
1400472,Rorainópolis - RR,123,10064,14,RR
1400506,São João da Baliza - RR,76,2603,14,RR
1400605,São Luiz - RR,100,2260,14,RR
1400704,Uiramutã - RR,3,2339,14,RR
1500107,Abaetetuba - PA,600,43033,15,PA
1500131,Abel Figueiredo - PA,22,2000,15,PA
1500206,Acará - PA,250,17057,15,PA
1500305,Afuá - PA,24,9038,15,PA
1500347,Água Azul do Norte - PA,6,5618,15,PA
1500404,Alenquer - PA,239,17906,15,PA
1500503,Almeirim - PA,1216,9116,15,PA
1500602,Altamira - PA,18675,41217,15,PA
1500701,Anajás - PA,7,6369,15,PA
1500800,Ananindeua - PA,26903,154891,15,PA
1500859,Anapu - PA,157,9335,15,PA
1500909,Augusto Corrêa - PA,45,12365,15,PA
1500958,Aurora do Pará - PA,32,6652,15,PA
1501006,Aveiro - PA,7,4647,15,PA
1501105,Bagre - PA,9,5748,15,PA
1501204,Baião - PA,157,12116,15,PA
1501253,Bannach - PA,3,1323,15,PA
1501303,Barcarena - PA,4885,37980,15,PA
1501402,Belém - PA,159195,422975,15,PA
1501451,Belterra - PA,28,5350,15,PA
1501501,Benevides - PA,1085,20497,15,PA
1501576,Bom Jesus do Tocantins - PA,67,5108,15,PA
1501600,Bonito - PA,10,4214,15,PA
1501709,Bragança - PA,566,37060,15,PA
1501725,Brasil Novo - PA,179,7195,15,PA
1501758,Brejo Grande do Araguaia - PA,30,2130,15,PA
1501782,Breu Branco - PA,1085,13532,15,PA
1501808,Breves - PA,88,24356,15,PA
1501907,Bujaru - PA,59,7099,15,PA
1501956,Cachoeira do Piriá - PA,7,5620,15,PA
1502004,Cachoeira do Arari - PA,21,6550,15,PA
1502103,Cametá - PA,1140,33318,15,PA
1502152,Canaã dos Carajás - PA,13421,24376,15,PA
1502202,Capanema - PA,684,23060,15,PA
1502301,Capitão Poço - PA,153,18213,15,PA
1502400,Castanhal - PA,5516,63783,15,PA
1502509,Chaves - PA,4,4748,15,PA
1502608,Colares - PA,106,3995,15,PA
1502707,Conceição do Araguaia - PA,77,15172,15,PA
1502756,Concórdia do Pará - PA,15,7968,15,PA
1502764,Cumaru do Norte - PA,42,3626,15,PA
1502772,Curionópolis - PA,94,6416,15,PA
1502806,Curralinho - PA,28,8164,15,PA
1502855,Curuá - PA,27,3903,15,PA
1502905,Curuçá - PA,135,12131,15,PA
1502939,Dom Eliseu - PA,385,15347,15,PA
1502954,Eldorado do Carajás - PA,186,8905,15,PA
1503002,Faro - PA,44,2096,15,PA
1503044,Floresta do Araguaia - PA,16,5986,15,PA
1503077,Garrafão do Norte - PA,66,7710,15,PA
1503093,Goianésia do Pará - PA,39,8289,15,PA
1503101,Gurupá - PA,15,7375,15,PA
1503200,Igarapé-Açu - PA,84,11529,15,PA
1503309,Igarapé-Miri - PA,209,16925,15,PA
1503408,Inhangapi - PA,16,3213,15,PA
1503457,Ipixuna do Pará - PA,630,8758,15,PA
1503507,Irituia - PA,42,9562,15,PA
1503606,Itaituba - PA,763,36386,15,PA
1503705,Itupiranga - PA,438,13778,15,PA
1503754,Jacareacanga - PA,28,5086,15,PA
1503804,Jacundá - PA,1132,12607,15,PA
1503903,Juruti - PA,338,12346,15,PA
1504000,Limoeiro do Ajuru - PA,27,7177,15,PA
1504059,Mãe do Rio - PA,23,9890,15,PA
1504109,Magalhães Barata - PA,11,2495,15,PA
1504208,Marabá - PA,14642,86027,15,PA
1504307,Maracanã - PA,291,7716,15,PA
1504406,Marapanim - PA,271,8375,15,PA
1504422,Marituba - PA,4213,35884,15,PA
1504455,Medicilândia - PA,31,8955,15,PA
1504505,Melgaço - PA,10,5715,15,PA
1504604,Mocajuba - PA,30,6854,15,PA
1504703,Moju - PA,379,25016,15,PA
1504752,Mojuí dos Campos - PA,46,7478,15,PA
1504802,Monte Alegre - PA,91,18315,15,PA
1504901,Muaná - PA,102,10636,15,PA
1504950,Nova Esperança do Piriá - PA,NA,6025,15,PA
1504976,Nova Ipixuna - PA,223,4571,15,PA
1505007,Nova Timboteua - PA,298,4560,15,PA
1505031,Novo Progresso - PA,1396,10452,15,PA
1505064,Novo Repartimento - PA,879,18530,15,PA
1505106,Óbidos - PA,36,14537,15,PA
1505205,Oeiras do Pará - PA,17,8093,15,PA
1505304,Oriximiná - PA,486,17956,15,PA
1505403,Ourém - PA,14,5758,15,PA
1505437,Ourilândia do Norte - PA,372,10381,15,PA
1505486,Pacajá - PA,11,12474,15,PA
1505494,Palestina do Pará - PA,2,2200,15,PA
1505502,Paragominas - PA,5445,33006,15,PA
1505536,Parauapebas - PA,19623,87667,15,PA
1505551,Pau D'Arco - PA,22,2225,15,PA
1505601,Peixe-Boi - PA,18,2947,15,PA
1505635,Piçarra - PA,2,4072,15,PA
1505650,Placas - PA,3,5877,15,PA
1505700,Ponta de Pedras - PA,580,7084,15,PA
1505809,Portel - PA,32,13286,15,PA
1505908,Porto de Moz - PA,42,9065,15,PA
1506005,Prainha - PA,20,9205,15,PA
1506104,Primavera - PA,2,3528,15,PA
1506112,Quatipuru - PA,55,3649,15,PA
1506138,Redenção - PA,1785,28022,15,PA
1506161,Rio Maria - PA,25,6503,15,PA
1506187,Rondon do Pará - PA,467,15285,15,PA
1506195,Rurópolis - PA,33,9079,15,PA
1506203,Salinópolis - PA,855,13482,15,PA
1506302,Salvaterra - PA,33,7391,15,PA
1506351,Santa Bárbara do Pará - PA,91,6801,15,PA
1506401,Santa Cruz do Arari - PA,76,1771,15,PA
1506500,Santa Izabel do Pará - PA,1289,21491,15,PA
1506559,Santa Luzia do Pará - PA,12,6312,15,PA
1506583,Santa Maria das Barreiras - PA,33,5431,15,PA
1506609,Santa Maria do Pará - PA,113,8460,15,PA
1506708,Santana do Araguaia - PA,72,10540,15,PA
1506807,Santarém - PA,6689,95606,15,PA
1506906,Santarém Novo - PA,8,1961,15,PA
1507003,Santo Antônio do Tauá - PA,109,8807,15,PA
1507102,São Caetano de Odivelas - PA,289,5177,15,PA
1507151,São Domingos do Araguaia - PA,78,6800,15,PA
1507201,São Domingos do Capim - PA,34,8463,15,PA
1507300,São Félix do Xingu - PA,88,20836,15,PA
1507409,São Francisco do Pará - PA,70,4949,15,PA
1507458,São Geraldo do Araguaia - PA,1582,7711,15,PA
1507466,São João da Ponta - PA,35,1456,15,PA
1507474,São João de Pirabas - PA,27,6553,15,PA
1507508,São João do Araguaia - PA,64,4390,15,PA
1507607,São Miguel do Guamá - PA,255,16392,15,PA
1507706,São Sebastião da Boa Vista - PA,44,6560,15,PA
1507755,Sapucaia - PA,28,1776,15,PA
1507805,Senador José Porfírio - PA,8,6498,15,PA
1507904,Soure - PA,35,7083,15,PA
1507953,Tailândia - PA,980,21587,15,PA
1507961,Terra Alta - PA,5,3355,15,PA
1507979,Terra Santa - PA,130,4998,15,PA
1508001,Tomé-Açu - PA,509,19818,15,PA
1508035,Tracuateua - PA,26,8736,15,PA
1508050,Trairão - PA,2,4688,15,PA
1508084,Tucumã - PA,248,12825,15,PA
1508100,Tucuruí - PA,2829,27400,15,PA
1508126,Ulianópolis - PA,757,9700,15,PA
1508159,Uruará - PA,17,14245,15,PA
1508209,Vigia - PA,619,15791,15,PA
1508308,Viseu - PA,118,16235,15,PA
1508357,Vitória do Xingu - PA,331,4906,15,PA
1508407,Xinguara - PA,727,17900,15,PA
1600055,Serra do Navio - AP,513,1364,16,AP
1600105,Amapá - AP,120,2055,16,AP
1600154,Pedra Branca do Amapari - AP,13,3290,16,AP
1600204,Calçoene - AP,1,2778,16,AP
1600212,Cutias - AP,9,1156,16,AP
1600238,Ferreira Gomes - AP,1,1796,16,AP
1600253,Itaubal - AP,4,1361,16,AP
1600279,Laranjal do Jari - AP,236,10331,16,AP
1600303,Macapá - AP,16159,123482,16,AP
1600402,Mazagão - AP,213,5321,16,AP
1600501,Oiapoque - AP,138,7041,16,AP
1600535,Porto Grande - AP,4,5012,16,AP
1600550,Pracuúba - AP,NA,913,16,AP
1600600,Santana - AP,641,28794,16,AP
1600709,Tartarugalzinho - AP,19,3321,16,AP
1600808,Vitória do Jari - AP,26,3006,16,AP
1700251,Abreulândia - TO,8,925,17,TO
1700301,Aguiarnópolis - TO,357,1440,17,TO
1700350,Aliança do Tocantins - TO,19,1852,17,TO
1700400,Almas - TO,8,2079,17,TO
1700707,Alvorada - TO,18,3123,17,TO
1701002,Ananás - TO,1329,3182,17,TO
1701051,Angico - TO,8,894,17,TO
1701101,Aparecida do Rio Negro - TO,20,1659,17,TO
1701309,Aragominas - TO,7,1834,17,TO
1701903,Araguacema - TO,17,2061,17,TO
1702000,Araguaçu - TO,11,3052,17,TO
1702109,Araguaína - TO,13802,57633,17,TO
1702158,Araguanã - TO,45,1468,17,TO
1702208,Araguatins - TO,59,10210,17,TO
1702307,Arapoema - TO,93,1962,17,TO
1702406,Arraias - TO,10,3727,17,TO
1702554,Augustinópolis - TO,644,5667,17,TO
1702703,Aurora do Tocantins - TO,23,1273,17,TO
1702901,Axixá do Tocantins - TO,1210,2915,17,TO
1703008,Babaçulândia - TO,70,2682,17,TO
1703057,Bandeirantes do Tocantins - TO,8,1161,17,TO
1703073,Barra do Ouro - TO,16,1363,17,TO
1703107,Barrolândia - TO,5,1753,17,TO
1703206,Bernardo Sayão - TO,2,1520,17,TO
1703305,Bom Jesus do Tocantins - TO,13,1337,17,TO
1703602,Brasilândia do Tocantins - TO,23,689,17,TO
1703701,Brejinho de Nazaré - TO,184,1709,17,TO
1703800,Buriti do Tocantins - TO,82,2851,17,TO
1703826,Cachoeirinha - TO,69,638,17,TO
1703842,Campos Lindos - TO,7,2419,17,TO
1703867,Cariri do Tocantins - TO,39,1280,17,TO
1703883,Carmolândia - TO,1,747,17,TO
1703891,Carrasco Bonito - TO,21,1012,17,TO
1703909,Caseara - TO,6,1629,17,TO
1704105,Centenário - TO,3,772,17,TO
1704600,Chapada de Areia - TO,3,563,17,TO
1705102,Chapada da Natividade - TO,4,1028,17,TO
1705508,Colinas do Tocantins - TO,8918,11817,17,TO
1705557,Combinado - TO,4,1741,17,TO
1705607,Conceição do Tocantins - TO,50,1295,17,TO
1706001,Couto Magalhães - TO,16,1845,17,TO
1706100,Cristalândia - TO,17,2346,17,TO
1706258,Crixás do Tocantins - TO,3,508,17,TO
1706506,Darcinópolis - TO,540,1990,17,TO
1707009,Dianópolis - TO,90,5817,17,TO
1707108,Divinópolis do Tocantins - TO,35,2533,17,TO
1707207,Dois Irmãos do Tocantins - TO,18,2290,17,TO
1707306,Dueré - TO,13,1626,17,TO
1707405,Esperantina - TO,790,2317,17,TO
1707553,Fátima - TO,120,1194,17,TO
1707652,Figueirópolis - TO,33,1948,17,TO
1707702,Filadélfia - TO,18,2556,17,TO
1708205,Formoso do Araguaia - TO,168,6457,17,TO
1708254,Tabocão - TO,2,1145,17,TO
1708304,Goianorte - TO,3,1691,17,TO
1709005,Goiatins - TO,62,3696,17,TO
1709302,Guaraí - TO,4317,8831,17,TO
1709500,Gurupi - TO,12082,30592,17,TO
1709807,Ipueiras - TO,NA,563,17,TO
1710508,Itacajá - TO,736,2161,17,TO
1710706,Itaguatins - TO,543,1742,17,TO
1710904,Itapiratins - TO,NA,1274,17,TO
1711100,Itaporã do Tocantins - TO,1,822,17,TO
1711506,Jaú do Tocantins - TO,3,1237,17,TO
1711803,Juarina - TO,NA,737,17,TO
1711902,Lagoa da Confusão - TO,64,4800,17,TO
1711951,Lagoa do Tocantins - TO,9,1068,17,TO
1712009,Lajeado - TO,23,1164,17,TO
1712157,Lavandeira - TO,5,586,17,TO
1712405,Lizarda - TO,7,987,17,TO
1712454,Luzinópolis - TO,4,870,17,TO
1712504,Marianópolis do Tocantins - TO,14,1594,17,TO
1712702,Mateiros - TO,16,811,17,TO
1712801,Maurilândia do Tocantins - TO,6,998,17,TO
1713205,Miracema do Tocantins - TO,74,6365,17,TO
1713304,Miranorte - TO,42,4398,17,TO
1713601,Monte do Carmo - TO,5,1929,17,TO
1713700,Monte Santo do Tocantins - TO,11,882,17,TO
1713809,Palmeiras do Tocantins - TO,7,1553,17,TO
1713957,Muricilândia - TO,1,1178,17,TO
1714203,Natividade - TO,28,3061,17,TO
1714302,Nazaré - TO,3,1531,17,TO
1714880,Nova Olinda - TO,25,3517,17,TO
1715002,Nova Rosalândia - TO,6,1167,17,TO
1715101,Novo Acordo - TO,8,1330,17,TO
1715150,Novo Alegre - TO,10,718,17,TO
1715259,Novo Jardim - TO,1,704,17,TO
1715507,Oliveira de Fátima - TO,6,398,17,TO
1715705,Palmeirante - TO,1,1663,17,TO
1715754,Palmeirópolis - TO,6,2528,17,TO
1716109,Paraíso do Tocantins - TO,3280,18289,17,TO
1716208,Paranã - TO,16,3670,17,TO
1716307,Pau D'Arco - TO,18,1372,17,TO
1716505,Pedro Afonso - TO,64,4739,17,TO
1716604,Peixe - TO,400,3418,17,TO
1716653,Pequizeiro - TO,NA,1706,17,TO
1716703,Colméia - TO,38,3209,17,TO
1717008,Pindorama do Tocantins - TO,26,1490,17,TO
1717206,Piraquê - TO,2,793,17,TO
1717503,Pium - TO,3,2374,17,TO
1717800,Ponte Alta do Bom Jesus - TO,27,1580,17,TO
1717909,Ponte Alta do Tocantins - TO,9,2498,17,TO
1718006,Porto Alegre do Tocantins - TO,NA,922,17,TO
1718204,Porto Nacional - TO,9511,21365,17,TO
1718303,Praia Norte - TO,626,2454,17,TO
1718402,Presidente Kennedy - TO,11,1066,17,TO
1718451,Pugmil - TO,6,785,17,TO
1718501,Recursolândia - TO,3,1043,17,TO
1718550,Riachinho - TO,3,1259,17,TO
1718659,Rio da Conceição - TO,2,568,17,TO
1718709,Rio dos Bois - TO,3,961,17,TO
1718758,Rio Sono - TO,15,1664,17,TO
1718808,Sampaio - TO,205,1254,17,TO
1718840,Sandolândia - TO,7,1311,17,TO
1718865,Santa Fé do Araguaia - TO,6,2362,17,TO
1718881,Santa Maria do Tocantins - TO,6,922,17,TO
1718899,Santa Rita do Tocantins - TO,4,780,17,TO
1718907,Santa Rosa do Tocantins - TO,NA,1566,17,TO
1719004,Santa Tereza do Tocantins - TO,11,853,17,TO
1720002,Santa Terezinha do Tocantins - TO,NA,791,17,TO
1720101,São Bento do Tocantins - TO,16,1705,17,TO
1720150,São Félix do Tocantins - TO,NA,551,17,TO
1720200,São Miguel do Tocantins - TO,18,4058,17,TO
1720259,São Salvador do Tocantins - TO,12,858,17,TO
1720309,São Sebastião do Tocantins - TO,7,1235,17,TO
1720499,São Valério - TO,8,1695,17,TO
1720655,Silvanópolis - TO,23,1728,17,TO
1720804,Sítio Novo do Tocantins - TO,421,3260,17,TO
1720853,Sucupira - TO,3,591,17,TO
1720903,Taguatinga - TO,1000,5011,17,TO
1720937,Taipas do Tocantins - TO,3,680,17,TO
1720978,Talismã - TO,292,916,17,TO
1721000,Palmas - TO,75731,105997,17,TO
1721109,Tocantínia - TO,13,2000,17,TO
1721208,Tocantinópolis - TO,2159,7384,17,TO
1721257,Tupirama - TO,16,658,17,TO
1721307,Tupiratins - TO,1,678,17,TO
1722081,Wanderlândia - TO,14,3537,17,TO
1722107,Xambioá - TO,53,3510,17,TO
2100055,Açailândia - MA,3107,34388,21,MA
2100105,Afonso Cunha - MA,4,1699,21,MA
2100154,Água Doce do Maranhão - MA,2,3543,21,MA
2100204,Alcântara - MA,92,6288,21,MA
2100303,Aldeias Altas - MA,91,6664,21,MA
2100402,Altamira do Maranhão - MA,7,1950,21,MA
2100436,Alto Alegre do Maranhão - MA,267,7540,21,MA
2100477,Alto Alegre do Pindaré - MA,50,7425,21,MA
2100501,Alto Parnaíba - MA,903,3405,21,MA
2100550,Amapá do Maranhão - MA,30,2025,21,MA
2100600,Amarante do Maranhão - MA,76,10849,21,MA
2100709,Anajatuba - MA,14,8159,21,MA
2100808,Anapurus - MA,4,3996,21,MA
2100832,Apicum-Açu - MA,3,5044,21,MA
2100873,Araguanã - MA,12,3210,21,MA
2100907,Araioses - MA,12,11973,21,MA
2100956,Arame - MA,42,7154,21,MA
2101004,Arari - MA,381,8966,21,MA
2101103,Axixá - MA,1,3344,21,MA
2101202,Bacabal - MA,5461,32893,21,MA
2101251,Bacabeira - MA,23,5290,21,MA
2101301,Bacuri - MA,21,5126,21,MA
2101350,Bacurituba - MA,2,1742,21,MA
2101400,Balsas - MA,1218,30817,21,MA
2101509,Barão de Grajaú - MA,53,6226,21,MA
2101608,Barra do Corda - MA,857,27087,21,MA
2101707,Barreirinhas - MA,1309,17971,21,MA
2101731,Belágua - MA,1,2070,21,MA
2101772,Bela Vista do Maranhão - MA,17,3492,21,MA
2101806,Benedito Leite - MA,19,1756,21,MA
2101905,Bequimão - MA,5,6707,21,MA
2101939,Bernardo do Mearim - MA,34,1803,21,MA
2101970,Boa Vista do Gurupi - MA,7,2146,21,MA
2102002,Bom Jardim - MA,346,9753,21,MA
2102036,Bom Jesus das Selvas - MA,32,8264,21,MA
2102077,Bom Lugar - MA,6,3560,21,MA
2102101,Brejo - MA,75,9644,21,MA
2102150,Brejo de Areia - MA,12,2545,21,MA
2102200,Buriti - MA,NA,8083,21,MA
2102309,Buriti Bravo - MA,21,6661,21,MA
2102325,Buriticupu - MA,911,16339,21,MA
2102358,Buritirana - MA,8,4116,21,MA
2102374,Cachoeira Grande - MA,1,2681,21,MA
2102408,Cajapió - MA,9,3145,21,MA
2102507,Cajari - MA,5,4907,21,MA
2102556,Campestre do Maranhão - MA,59,3847,21,MA
2102606,Cândido Mendes - MA,2,5682,21,MA
2102705,Cantanhede - MA,34,6016,21,MA
2102754,Capinzal do Norte - MA,4,3579,21,MA
2102804,Carolina - MA,1658,7811,21,MA
2102903,Carutapera - MA,236,7065,21,MA
2103000,Caxias - MA,5837,48203,21,MA
2103109,Cedral - MA,15,3206,21,MA
2103125,Central do Maranhão - MA,3,2210,21,MA
2103158,Centro do Guilherme - MA,14,3283,21,MA
2103174,Centro Novo do Maranhão - MA,NA,4508,21,MA
2103208,Chapadinha - MA,66,23972,21,MA
2103257,Cidelândia - MA,167,4144,21,MA
2103307,Codó - MA,3463,34888,21,MA
2103406,Coelho Neto - MA,153,11916,21,MA
2103505,Colinas - MA,49,12482,21,MA
2103554,Conceição do Lago-Açu - MA,78,4105,21,MA
2103604,Coroatá - MA,1238,18889,21,MA
2103703,Cururupu - MA,55,10031,21,MA
2103752,Davinópolis - MA,375,4568,21,MA
2103802,Dom Pedro - MA,263,7305,21,MA
2103901,Duque Bacelar - MA,16,2748,21,MA
2104008,Esperantinópolis - MA,237,5630,21,MA
2104057,Estreito - MA,839,10763,21,MA
2104073,Feira Nova do Maranhão - MA,6,2484,21,MA
2104081,Fernando Falcão - MA,10,2668,21,MA
2104099,Formosa da Serra Negra - MA,27,5128,21,MA
2104107,Fortaleza dos Nogueiras - MA,9,3902,21,MA
2104206,Fortuna - MA,145,5136,21,MA
2104305,Godofredo Viana - MA,13,3140,21,MA
2104404,Gonçalves Dias - MA,31,5339,21,MA
2104503,Governador Archer - MA,93,2967,21,MA
2104552,Governador Edison Lobão - MA,202,5953,21,MA
2104602,Governador Eugênio Barros - MA,11,4349,21,MA
2104628,Governador Luiz Rocha - MA,9,2185,21,MA
2104651,Governador Newton Bello - MA,55,2806,21,MA
2104677,Governador Nunes Freire - MA,52,6739,21,MA
2104701,Graça Aranha - MA,22,1978,21,MA
2104800,Grajaú - MA,359,21786,21,MA
2104909,Guimarães - MA,12,3516,21,MA
2105005,Humberto de Campos - MA,65,6984,21,MA
2105104,Icatu - MA,24,6914,21,MA
2105153,Igarapé do Meio - MA,207,4033,21,MA
2105203,Igarapé Grande - MA,323,3222,21,MA
2105302,Imperatriz - MA,35947,90440,21,MA
2105351,Itaipava do Grajaú - MA,135,3811,21,MA
2105401,Itapecuru Mirim - MA,390,18878,21,MA
2105427,Itinga do Maranhão - MA,53,7302,21,MA
2105450,Jatobá - MA,18,2280,21,MA
2105476,Jenipapo dos Vieiras - MA,6,4678,21,MA
2105500,João Lisboa - MA,194,7626,21,MA
2105609,Joselândia - MA,46,4466,21,MA
2105658,Junco do Maranhão - MA,21,1499,21,MA
2105708,Lago da Pedra - MA,377,13477,21,MA
2105807,Lago do Junco - MA,143,2869,21,MA
2105906,Lago Verde - MA,34,4306,21,MA
2105922,Lagoa do Mato - MA,12,3167,21,MA
2105948,Lago dos Rodrigues - MA,17,2800,21,MA
