"EMPRESA";"Nome.da.Empresa.";"ano";"Open";"SETOR";"SUBSETOR";"SEGMENTO";"Idade_Segmento_Setor";"ROI_ADJ";"ROI_ADJ_2";"MARGEM.LÍQUIDA.value";"DIVIDEND.YIELD..DY..value";"P.L.value";"VPA.value";"LPA.value";"STATUS_GRAHAM";"DIF_GRAHAM";"PERATVNAOCOR";"Y";"metric_SEGMENTO_MARGEM.LÍQUIDA.value_Q50";"DIVIDEND.YIELD..DY..value_RANKSCORE";"classe_cap_v2";"DÍVIDA.BRUTA...PATRIMÔNIO.value"
"CEEB5";"COELBA";2023;39;"Utilidade Pública";"Energia Elétrica";"Energia Elétrica";110;0.906781174732799;3.8701211858467;11.210473601374;20.573448037025;5.2402491421251;22.552797592892;5.9787233679685;1;17.734664041698;0.280519480519481;36.2106562342529;11.875979117082;89.143989505558;"Small Cap";2.2248350532905
"AGRO3";"BRASILAGRO";2023;28.9599990844727;"Consumo não Cíclico";"Agropecuária";"Agricultura";108;21.6038438099251;24.2644878580108;11.017075384603;17.539939218959;21.663387617686;19.975722474056;1.382978531739;0;-4.13403566441995;0.732467532467532;1.1789823811242;1.60031540008008;100;"Small Cap";0.43072364341236
"RDOR3";"REDE D'OR SÃO LUIZ";2023;44.7599983215332;"Saúde";"Serviços Médico - Hospitalares Análises e Diagnósticos";"Serviços Médico - Hospitalares Análises e Diagnósticos";NA;-32.6471971615981;-31.0521132848228;5.3723690304244;1.3702047667343;54.833133446319;9.5278511341357;0.53945485404293;0;-25.6565725948222;0.420779220779221;-1.48814672312833;2.94396915441645;21.0792041386123;"Small Cap";1.5075722631891
"SGPS3";"SPRINGS GLOBAL";2023;24.0499992370605;NA;NA;NA;NA;-72.5050907952362;-36.9704781612748;-53.023837666322;0;-0.10456444360104;7.5734190911897;-12.910698450716;0;-64.8580421315872;0.415584415584416;NA;7.3319873888246;0;"Small Cap";2.7344449403308
"MSPA3";"EDITORA MELHORAMENTOS";2023;48.5;"Materiais Básicos";"Madeira e Papel";"Papel e Celulose";98;3.11339860109939;1.04166666666667;0.75236981563954;0;211.8465605754;128.94633673689;0.23606708489469;0;-23.5434505604477;0.602597402597403;-7.39851701149637;18.1911039025665;0;"Small Cap";0.16750535176342
"BBSE3";"BB SEGURIDADE";2023;20.9200000762939;"Financeiro";"Previdência e Seguros";"Seguradoras";127;68.2519489243938;-25.1711559262788;0;5.7941220112726;11.153814275261;3.7980505;3.0222845;0;-10.5955332932886;0.251948051948052;10.0672209172975;2202.3865722528;52.390932592238;"Small Cap";0
"VSTE3";"VESTE S/A";2023;10.8800001144409;"Consumo Cíclico";"Comércio Varejista";"Tecidos Vestuário e Calçados";93;53.6764626607145;-72.5252511775952;5.1858231401268;0;34.483112511759;1.0254658071267;0.06060937797559;0;-11.7422438555664;0.433766233766234;22.5768760286471;6.8819742282191;0;"Small Cap";0.31036355801627
"IGTI3";"GRUPO JEREISSATI";2023;2.70000004768372;"Financeiro";"Exploração de Imóveis";"Exploração de Imóveis";60;-1.09044803980761;4.25854424602528;0.74383824469917;1.8399520754717;425.71472175926;3.3704047786045;0.0062248258388832;0;-1.93601806092618;0.233766233766234;14.9514844290644;18.2631874619016;14.5695259117787;"Small Cap";0.75742995493399
"PGMN3";"Pague Menos";2023;9.20406246185303;"Saúde";"Comércio e Distribuição";"Medicamentos e Outros Produtos";103;-53.15508336474;3.65853457230489;2.8658040702447;0;9.6753430084947;4.0132185546876;0.45269712878959;1;0.143042655781477;0.542857142857143;-2.35756241011078;2.9176567303849;0;"Small Cap";0.67396528327491
"CRFB3";"ATACADÃO";2023;15.1700000762939;"Consumo não Cíclico";"Comércio e Distribuição";"Alimentos";101;-0.73929643367684;-18.4912422761368;1.6901545339683;2.3426725304465;17.918683944681;9.6144067469211;0.82483736225435;0;-4.97734679533421;0.322077922077922;-14.5775762525252;1.6901545339683;49.6062601287736;"Small Cap";0.94084854464726
"ELPL3";"ENEL - ELETROPAULO";2023;NA;NA;NA;NA;NA;NA;NA;7.5198511840394;0;0;12.122484325434;7.1487435915008;NA;NA;NA;NA;7.3319873888246;0;"Small Cap";3.1555579877759
"ENBR3";"EDP - ENERGIAS DO BRASIL S.A.";2023;NA;NA;NA;NA;NA;NA;NA;5.9084919532198;10.551539201539;11.828816104441;18.455870628525;1.7575723399906;NA;NA;NA;NA;7.3319873888246;24.6382486143339;"Small Cap";1.3090207442519
"TECN3";"TECHNOS";2023;2.34999990463257;"Consumo Cíclico";"Tecidos Vestuário e Calçados";"Acessórios";142;-4.80053535478884;78.4615398722993;11.365072857411;3.8201566037736;3.6489096598026;5.3116883239748;0.58099547471797;1;5.96629693735705;0.179220779220779;68.3674666396138;19.571862663037;74.9055014418444;"Small Cap";0.32954190482976
"ELET6";"ELETROBRAS";2023;33.1199989318848;"Utilidade Pública";"Energia Elétrica";"Energia Elétrica";110;34.4154463981286;-2.7919949242399;10.668989242313;3.4551260698589;27.434823093385;47.89770924744;1.5757346002506;0;-1.31818115136137;0.353246753246753;11.8538668778778;11.875979117082;14.9709334846343;"Large Cap";0.54169314063075
"CMIG3";"CEMIG";2023;11.1360940933228;"Utilidade Pública";"Energia Elétrica";"Energia Elétrica";110;21.7299845642308;32.2600446324429;11.875979117082;8.3660565944272;8.686515677462;9.8926346726364;1.8592034596683;1;8.21642297738728;0.672727272727273;1.5780058516822;11.875979117082;36.2498138335574;"Large Cap";0.48580268421933
"EQTL3";"EQUATORIAL ENERGIA";2023;22.2736473083496;"Utilidade Pública";"Energia Elétrica";"Energia Elétrica";110;21.8732620255572;0.80964459127577;5.0638283992472;2.3686158401184;22.63936114271;14.432301034885;1.1934965757062;0;-5.48291052806931;0.181818181818182;33.3346275319167;11.875979117082;10.2631248400473;"Large Cap";2.4787919818485
"ENGI4";"ENERGISA";2023;7.40000009536743;"Utilidade Pública";"Energia Elétrica";"Energia Elétrica";110;0.24577238423668;0.535164637126879;8.0573898877476;3.1140939597315;7.9871342718738;4.8133892231072;0.93275006359098;1;2.58205136181625;0.228571428571429;25.3369288795267;11.875979117082;13.4932539633628;"Large Cap";2.5601604807016
"ENEV3";"ENEVA";2023;14.1000003814697;"Utilidade Pública";"Energia Elétrica";"Energia Elétrica";110;-15.6890415067381;-8.85668298734663;6.131413635375;0;50.311206381643;8.631487957269;0.23712410927902;0;-7.17151353817628;0.32987012987013;14.082140054704;11.875979117082;0;"Large Cap";1.3497318891576
"ARZZ3";"AREZZO&CO";2023;78;"Consumo Cíclico";"Comércio Varejista";"Tecidos Vestuário e Calçados";93;4.27369329872357;13.4636657027356;10.03134351978;2.3458524472843;20.449506403344;23.910361157102;3.826498227224;0;-38.7580964926787;0.472727272727273;-15.1669764791106;6.8819742282191;15.1405518642148;"Large Cap";0.15143349591829
